"CREATIONDATE","OBJECTDESC","TITLE","CLOSEDDATETIME","CASECLOSUREREASONDESCRIPTION"
"2025-03-14 00:00:00","11131 W HAMPTON AV, MILWAUKEE, WI, 53225-3724","Area Dark","",""
"2025-03-14 00:00:00","9050 N 124TH ST","Drainage or Standing Water Not Related to a Clogged Catch Basin","","There is a lot of sand and debris on the side of the road by the bridge for the creek on Boundry rd, just north of brown deer rd.  This large amount of sand and dirt causes water to pool up.  Street sweep needed."
"2025-03-14 00:00:00","12003 W BROWN DEER RD","Bump in City Street or Alley","","Mega bump on left lane northbound at intersection of Boundary Rd and Brown Deer Rd."
"2025-03-14 00:00:00","8412 W HOPE AV, MILWAUKEE, WI, 53222-1836","Garbage Cart Collection Request: Cart Not at Collection Point","","cart not out on tues, req courtesy"
"2025-03-14 00:00:00","3862 N 60TH ST, MILWAUKEE, WI, 53216-2133","Dead Animal","","dead rabbit on curlawn"
"2025-03-14 00:00:00","167 N 69TH ST, MILWAUKEE, WI, 53213-3869","Garbage Supervisor Callback","2025-03-14 00:00:00","Garbage cart not collected @6:41 AM 3-14-25 at 167 N 69th St. Possibly because it was near some car which parked after cart was properly placed (see black circle in photo) at the curb? But other carts on the same block (red circle) were collected from similar placements on the same block. Please come back and pick up my trash bin. I have moved it to an area where there are no cars parked, hopefully that’s easier."
"2025-03-14 00:00:00","4208 W PORTAGE ST, MILWAUKEE, WI, 53209-1935","Large Items Discarded on Private Property","2025-03-14 00:00:00","All kinds of junk and trash on front porch and trash on the ground by trash bins that are on the front yard. Side house Big gage and some kind of container- should be in back yard. Cars have been parking in the yard off and on. Grass tore up. Front screens broken. Property is an eyesore and makes the neighborhood look really bad. Very old Mobil home parked in driveway for over a year-is that even legal??? We just want them to clen up the front and side yard/front porch."
"2025-03-14 00:00:00","3504 S IOWA AV, MILWAUKEE, WI, 53207-3653","Scattered Litter and Debris on Private Property","","Dumpster overflowing with litter/debris that is set on the property"
"2025-03-14 00:00:00","2454 S 20TH ST, MILWAUKEE, WI, 53215-3013","Exterior of Building in Disrepair","","PAINT TRIM"
"2025-03-13 00:00:00","1809 N HUMBOLDT AV, MILWAUKEE, WI, 53202-1624","Garbage Cart: New Customer","","New tenant moves in April 1"
"2025-03-13 00:00:00","1809 N HUMBOLDT AV, MILWAUKEE, WI, 53202-1624","Recycling Cart: New Customer","","New tenant moves in April 1"
"2025-03-13 00:00:00","1101 E POTTER AV","Area Dark","2025-03-14 00:00:00","Multiple street lights down potter and clement are out creating dark spot in the area and my wife is worried to walk the dog alone at night."
"2025-03-13 00:00:00","3705 S 43RD ST, MILWAUKEE, WI, 53220-2124","Bulky Pickup & San Inspector Notification","","Leaves never collected all winter. Plowed up during storm and now back in street again. 2nd request, please collect"
"2025-03-13 00:00:00","3617 N 19TH ST, MILWAUKEE, WI, 53206-2312","Missed Collection: Garbage","2025-03-14 00:00:00","Missed collection several times, need pick up"
"2025-03-13 00:00:00","7500 W MELVINA ST, MILWAUKEE, WI, 53216-1922","Branches or Bushes Blocking Street Light","2025-03-13 00:00:00","A big branch from one of the property's trees is surrounding the street light.  It keeps hitting the light and knocked the bulb out of the fixture.  It is hanging down attached to the wires.  I've reported this once or twice before and I don't know if it was fixed, but if the tree isn't cut away first, it's just gonna keep happening cuz it's been this way for at least 6 years.  Thank you"
"2025-03-13 00:00:00","8920 W BLUE MOUND RD, 2, MILWAUKEE, WI, 53226-4568","Clogged Catch Basin/Surface Flooding","2025-03-13 00:00:00","North, East corner of 90th & BlueMound catch basins completely blocked."
"2025-03-13 00:00:00","8904 W BLUE MOUND RD, 2, MILWAUKEE, WI, 53226-4568","All Other Signs","","Sign leaning out on road."
"2025-03-13 00:00:00","6120 W LEON TR, MILWAUKEE, WI, 53218-4912","Street Light Cycling","2025-03-14 00:00:00",""
"2025-03-13 00:00:00","5188 N SHERMAN BL, MILWAUKEE, WI, 53209-5260","Other Miscellaneous Electrical Services Request","2025-03-13 00:00:00","Stop Light northbound sherman at villard is burnt out. This is the middle over hanging light."
"2025-03-13 00:00:00","2664 N SHERMAN BL, MILWAUKEE, WI, 53210-2442","Private Tree Problems or Questions","2025-03-13 00:00:00","Hazardous tree at vacant property 2670 N Sherman Blvd."
"2025-03-13 00:00:00","2028 E NEWPORT AV, MILWAUKEE, WI, 53211-2905","Miscellaneous Street Maintenance Request","","Fallen sign"
"2025-03-13 00:00:00","5426 W STACK DR, MILWAUKEE, WI, 53219-3369","Recycling Supervisor Notification","2025-03-13 00:00:00","caller states crew is going through before 7:00 and not putting carts back to the correct address"
"2025-03-13 00:00:00","4242 N 26TH ST, MILWAUKEE, WI, 53209-6622","Recycling Cart Collection Request: Cart Not at Collection Point","2025-03-13 00:00:00","Crew would not see cart from street due to vehicle in the driveway. Caller will pull cart to the curb"
"2025-03-13 00:00:00","2135 N 53RD ST, MILWAUKEE, WI, 53208-1008","Recycling Cart: Delete","","Recycle cart is damaged. Wheels were removed by someone. Driveway is actually off of 54th street. Cart will be on the east side of 54th."
"2025-03-13 00:00:00","1422 S 8TH ST, MILWAUKEE, WI, 53204-2831","Collection Schedule - Garbage and Recycling","",""
"2025-03-13 00:00:00","4414 N 56TH ST, MILWAUKEE, WI, 53218-5606","Scattered Litter and Debris on Private Property","2025-03-14 00:00:00","Garbage cans too far over on 4408 N 56th street in alley blocking neighbors from entering their garage. Trash cans always open blowing trash everywhere. Owners need to move their cans near their property’s garage like everyone else in the alley. Causing too many problems way out in the alley where they are. Busy traffic area for garbage pick up also"
"2025-03-13 00:00:00","4251 N 75TH ST, MILWAUKEE, WI, 53216-1001","INFO ONLY: Miscellaneous Information Request","2025-03-13 00:00:00","status on request"
"2025-03-13 00:00:00","6914 N 43RD ST, MILWAUKEE, WI, 53209-2217","Missed Collection: Garbage","2025-03-14 00:00:00","carts at the curb but missed"
"2025-03-13 00:00:00","4548 N TEUTONIA AV, MILWAUKEE, WI, 53209-6227","INFO ONLY: Garbage Disposal Info Request","2025-03-13 00:00:00","private waste removal for 47 units"
"2025-03-13 00:00:00","3921 N 87TH ST, MILWAUKEE, WI, 53222-2862","Garbage Cart Collection Request: Cart Not at Collection Point","2025-03-13 00:00:00","not out on time requesting courtesy"
"2025-03-13 00:00:00","1804 W FAIRMOUNT AV, MILWAUKEE, WI, 53209-5721","Area Dark","2025-03-14 00:00:00","Including the over hanging light in the intersection of N 18th and Fairmount. 5271233  5271304 5270905"
"2025-03-13 00:00:00","3502 W GLENDALE AV, MILWAUKEE, WI, 53209-5922","Large Items Discarded on Private Property","","It’s not on private property but I didn’t see any other way to report. A boat on a trailer with no tire full on trash."
"2025-03-13 00:00:00","4446 N 54TH ST, MILWAUKEE, WI, 53218-5712","Exterior of Building in Disrepair","","sump pump draining into alley"
"2025-03-13 00:00:00","1432 N 31ST ST, MILWAUKEE, WI, 53208-2441","Missed Collection: Recycling","2025-03-14 00:00:00","Next pick isn’t for 2 weeks. Meaning already picked up. This location was not. Carts are accessible and is still winter collection. Online it says leave visible at storage location for crews. It is."
"2025-03-12 00:00:00","4934 N 58TH ST, MILWAUKEE, WI, 53218-4246","INFO ONLY: Recycling Collection Day Information Request","2025-03-12 00:00:00",""
"2025-03-12 00:00:00","3355 N 12TH ST, MILWAUKEE, WI, 53206-2835","Interior of Building in Disrepair","2025-03-12 00:00:00","UNIT NO WATER"
"2025-03-12 00:00:00","2928 N 58TH ST, MILWAUKEE, WI, 53210-1543","Recycling Supervisor Notification","","see open rec 5267243 from 02/27/2025. Caller is hoping RCart is serviced soon. left cart at the curb for service"
"2025-03-12 00:00:00","2928 N 58TH ST, MILWAUKEE, WI, 53210-1543","INFO ONLY: E-Notify Questions or Problems","2025-03-12 00:00:00",""
"2025-03-12 00:00:00","4115 N 25TH ST, MILWAUKEE, WI, 53209-6613","Collection Schedule - Garbage and Recycling","",""
"2025-03-12 00:00:00","5258 N 45TH ST, MILWAUKEE, WI, 53218-3417","Large Items Discarded on Private Property","2025-03-14 00:00:00","Open garbage thrown around and out of bags. Mattress is in back along with boxes full of garbage"
"2025-03-12 00:00:00","2815 S 11TH ST, MILWAUKEE, WI, 53215-3811","Garbage Cart: Damaged","","One garbage cart with a hole and another recycle cart with the same issue"
"2025-03-12 00:00:00","8333 W APPLETON AV, 7, MILWAUKEE, WI, 53218-4581","Potholes","","43.1049461, -88.0165480
1 pothole on left lane near Streetlight crosswalk next to plaza that is across from Big Sharks Fish & Chicken restaurant/plaza."
"2025-03-12 00:00:00","4846 N 40TH ST, MILWAUKEE, WI, 53209-5204","Alley Light Out","2025-03-13 00:00:00","43.1055984, -87.9621592 please make alley lights brighter or turn on, or add additional light pole. The alley is very dark at night and there has been multiple drive through shootings on different occasions because the alley is so dark."
"2025-03-12 00:00:00","2490 N CRAMER ST, MILWAUKEE, WI, 53211-0000","All Other Signs","","both no parking signs in front of the church are broken off and laying on the ground. Cars are now blocking the front overnight not moving during mass"
"2025-03-12 00:00:00","3320 N 58TH ST, MILWAUKEE, WI, 53216-3126","Cave-In, Sinkhole, or Void","2025-03-12 00:00:00","North end of sewer grate in alley between 58th and 57th streets is caving in pretty bad. Please come and fix."
"2025-03-12 00:00:00","1818 N 48TH ST, MILWAUKEE, WI, 53208-1713","Missed Collection: Recycling","","My recycling cart was not picked up during this past window. My cart is accessible at all times."
"2025-03-12 00:00:00","2534 W LINCOLN AV, MILWAUKEE, WI, 53215-2575","Scattered Litter and Debris on Private Property","2025-03-12 00:00:00","Debris all over the yard"
"2025-03-12 00:00:00","9442 N 107TH ST, MILWAUKEE, WI, 53224-1106","Zoning Violation","2025-03-12 00:00:00","Outdoor vehicle storage"
"2025-03-12 00:00:00","9438 N 107TH ST, MILWAUKEE, WI, 53224-1106","Zoning Violation","2025-03-12 00:00:00","Outdoor vehicle storage"
"2025-03-12 00:00:00","4034 N 13TH ST, MILWAUKEE, WI, 53209-6902","Missed Collection: Garbage","2025-03-13 00:00:00","cart at alley line but missed"
"2025-03-12 00:00:00","2610 W CHAMBERS ST, MILWAUKEE, WI, 53206-1130","Missed Collection: Garbage","",""
"2025-03-12 00:00:00","2137 N 28TH ST, MILWAUKEE, WI, 53208-1520","Scattered Litter and Debris on Private Property","2025-03-13 00:00:00","SCATTERED DEBRIS IN ALLEY AND BACK OF YARD CAUSING RODENT ISSUE."
"2025-03-12 00:00:00","1450 N 50TH ST, MILWAUKEE, WI, 53208-2207","Broken Branch Down - Not Blocking","2025-03-12 00:00:00","on curblawn. not blocking. 2 branches about 6 ft long 1 inch diameter. branch on cherry side"
"2025-03-12 00:00:00","3640 N 23RD ST, MILWAUKEE, WI, 53206-1843","Missed Collection: Recycling","2025-03-13 00:00:00","3rd time calling"
"2025-03-12 00:00:00","2214 W NEIL PL, MILWAUKEE, WI, 53209-5055","Garbage Cart: No Cart","","SFH, NO G CART ON SITE"
"2025-03-12 00:00:00","7802 W SILVER SPRING DR, MILWAUKEE, WI, 53218-2610","INFO ONLY: Miscellaneous Information Request","2025-03-12 00:00:00","County Stop Sign and pole on the ground intersection of N 78th and Silver Spring Dr. Per sign shop they can not touch the sign."
"2025-03-12 00:00:00","7802 W SILVER SPRING DR, MILWAUKEE, WI, 53218-2610","INFO ONLY: Miscellaneous Information Request","2025-03-12 00:00:00","status of request. county stop sign and pole"
"2025-03-12 00:00:00","7802 W SILVER SPRING DR, MILWAUKEE, WI, 53218-2610","INFO ONLY: Miscellaneous Information Request","2025-03-12 00:00:00","Gave caller county communication info"
"2025-03-11 00:00:00","3435 W CLYBOURN ST, MILWAUKEE, WI, 53208-3811","Light Pole Splice Box Open","2025-03-11 00:00:00","Se corner 35 and Clybourn"
"2025-03-11 00:00:00","2214 W LINCOLN AV, MILWAUKEE, WI, 53215-2573","Scattered Litter and Debris on Private Property","2025-03-12 00:00:00","SCATTERED GLASS BEHIND PROPERTY AND NEEDS TO BE REMOVED."
"2025-03-11 00:00:00","11005 W KAUL AV, MILWAUKEE, WI, 53225-1317","Area Dark","2025-03-11 00:00:00","The whole street is dark-all street lights are out"
"2025-03-11 00:00:00","1311 W MADISON ST, MILWAUKEE, WI, 53204-0000","Scattered Litter and Debris on Private Property","2025-03-11 00:00:00","SCATTERED TRASH BEHIND PROPERTY AND NEEDS TO BE REMOVED."
"2025-03-11 00:00:00","833 E BURLEIGH ST, MILWAUKEE, WI, 53212-2210","Missed Collection: Recycling","2025-03-12 00:00:00","Recycling has not been picked up since January"
"2025-03-11 00:00:00","4251 N 75TH ST, MILWAUKEE, WI, 53216-1001","Garbage Cart Collection Request: Cart Not at Collection Point","","Forgot to put out"
"2025-03-11 00:00:00","8218 N 93RD ST, MILWAUKEE, WI, 53224-2742","Scattered Litter and Debris on Private Property","2025-03-12 00:00:00","debris in front yard"
"2025-03-11 00:00:00","631 E BURLEIGH ST, MILWAUKEE, WI, 53212-2120","Missed Collection: Garbage","2025-03-11 00:00:00","cart in alley but missed"
"2025-03-11 00:00:00","816 W GREENFIELD AV, MILWAUKEE, WI, 53204-0000","Zoning Violation","2025-03-11 00:00:00","unsecure entry doors"
"2025-03-11 00:00:00","2740 N 37TH ST, MILWAUKEE, WI, 53210-2529","Bulky Pickup & San Inspector Notification","2025-03-11 00:00:00","Caller reporting illegal dump in alley - tv parts, misc household debris."
"2025-03-11 00:00:00","2776 N 35TH ST, MILWAUKEE, WI, 53210-0000","Bulky Pickup & San Inspector Notification","2025-03-11 00:00:00","Caller reporting Eagle Dumpster was emptied in alley from this 8unit apt building.  Witness/caller has video evidence and is submitting online:  https://city.milwaukee.gov/DumpingForm"
"2025-03-11 00:00:00","2855 N 21ST ST, MILWAUKEE, WI, 53206-1608","Collection Schedule - Garbage and Recycling","",""
"2025-03-11 00:00:00","2130 S 18TH ST, MILWAUKEE, WI, 53215-2626","Area Dark","2025-03-11 00:00:00","THE CALLER STATES STHE LIGHTS HAVE BEEN OFF FOR THE PAST 3 DAYS AND THEY HAVE HAD CRIME IN THE AREA BECAUSE IT IS DARK // EXT 5944 NOTIFIED"
"2025-03-11 00:00:00","3144 W PIERCE ST, MILWAUKEE, WI, 53215-1118","Scattered Litter and Debris on Private Property","","Please remove scattered debris off private property."
"2025-03-11 00:00:00","3142 W PIERCE ST, MILWAUKEE, WI, 53215-1118","Scattered Litter and Debris on Private Property","","Please remove scattered debris off private property."
"2025-03-11 00:00:00","6442 N 48TH CT, MILWAUKEE, WI, 53223-6003","Bulky Pickup & San Inspector Notification","","Old grill"
"2025-03-11 00:00:00","3003 S 45TH ST, MILWAUKEE, WI, 53219-3415","Recycling Cart: Additional","2025-03-12 00:00:00","Need 2 total, only have 1 and for some reason an extra green cart was dropped off about a month ago. Will put in a request to have that one removed"
"2025-03-11 00:00:00","2618 N 61ST ST, MILWAUKEE, WI, 53213-1540","Area Dark","2025-03-11 00:00:00","area dark, one week"
"2025-03-11 00:00:00","3003 S 45TH ST, MILWAUKEE, WI, 53219-3415","Garbage Cart: Delete","","For some reason a 2nd was delivered about 1 month ago. We only want 1 green and 2 blue. Already requested the blue. Please pick up the 2nd green"
"2025-03-11 00:00:00","3775 N 97TH PL, MILWAUKEE, WI, 53222-2634","Missed Collection: Recycling","2025-03-13 00:00:00","ASL ROUTE // CALLER STATES R CART WAS AT CURB LAST NIGHT AND WAS NOT COLLECTED"
"2025-03-11 00:00:00","4211 N 76TH ST, MILWAUKEE, WI, 53222-2022","Potholes","","Multi potholes in scattered over street southbound"
"2025-03-11 00:00:00","4801 W BRENTWOOD AV, MILWAUKEE, WI, 53223-6025","Special Pickup: Construction Material, Less Than 2 Cubic Yards","2025-03-12 00:00:00","Caller is property owner and aware of fee. Requesting collection of 2 toilets at curb collection point. Caller may place bags over toilets for discretion."
"2025-03-11 00:00:00","9536 W LISBON AV, MILWAUKEE, WI, 53222-2530","Recycling Supervisor Notification","2025-03-13 00:00:00","ASL route - Says entire alley, no r-cart pickup on 3/10, but not just 1 missed here fully at alley; please empty entire alley."
"2025-03-11 00:00:00","8330 W SLESKE CT, MILWAUKEE, WI, 53223-0000","Crack Sealing","","FROM 81st all the way to dead end"
